AreaName_lang,ID,OrderIndex,PlayerConditionID,AreaID
佚光之室,1,0,68604,9994
工匠臺地,2,1,63282,8670
落錨酒吧,3,0,63448,9401
爛醉如坦,4,0,63426,9617
沉游酒海,5,0,5703,9617
賀曼的隱匿酒館,6,0,63291,8502
海砂酒吧,7,0,63292,8733
哀嚎陷坑,8,0,5703,9698
托加的旅店,9,0,63306,8502
鯨魚酒杯,10,0,63374,8567
苦工藏身處,11,0,65214,5484
葛隆的洞穴,12,0,65990,9420
葛隆的洞穴,13,0,65990,8731
藏身所,15,0,67602,9979
藏身所,16,0,67602,8717
安杜因之怒,17,0,67138,10454
黎明水手號,18,0,67139,10454
蒂芬之歌,19,0,67140,10454
獅心號,20,0,67141,10454
獅心號,21,0,67141,10455
蒂芬之歌,22,0,67140,10455
黎明水手號,23,0,67139,10455
安杜因之怒,24,0,67138,10455
羅亞之光,25,0,68603,9994
瘋狂公爵的迎客廳,27,0,73061,10985
柯斯塔的藏身處,28,0,73506,10985
寵臣莊園,29,1,76787,10985
統御者之座,30,0,78035,11466
猜疑要塞,31,0,0,13311
澤瑞奎斯,42,0,85380,11462
縫合作坊,43,0,86352,13473
佐拉慕斯,44,0,86354,13473
奧寇布恩刑牢,45,0,87430,13400
折磨刑牢：珍娜,46,0,87491,13404
折磨刑牢：索爾,47,0,87550,13413
舞之環,48,0,88819,11510
舞之環,49,0,88819,12244
舞之環,50,0,88819,12243
放逐者骨窖,51,0,89786,13575
奉獻神殿,52,0,91076,11379
裂隙,53,0,91308,13196
裂隙,54,0,91308,11524
裂隙,55,0,91308,11528
裂隙,56,0,91308,11530
裂隙,57,0,91308,11400
裂隙,58,0,91308,13217
裂隙,59,0,91308,13216
裂隙,60,0,91308,13560
裂隙,61,0,91308,11526
裂隙,62,0,91308,13215
傲慢之谷,63,0,91308,13432
裂隙,64,0,91308,11525
裂隙,65,0,91308,13222
裂隙,66,0,91308,11529
裂隙,67,0,91308,13223
裂隙,68,0,91308,13437
裂隙,69,0,91308,13218
裂隙,70,0,91308,13491
裂隙,71,0,91308,13492
裂隙,72,0,91308,11527
裂隙,73,0,91308,13219
裂隙,74,0,91308,13221
裂隙,75,0,91308,13570
裂隙,76,0,91308,13624
裂隙,77,0,91308,13625
裂隙,78,0,91308,13626
裂隙,79,0,91308,13627
裂隙,80,0,91308,13628
裂隙,81,0,91308,13629
裂隙,82,0,91308,13630
裂隙,83,0,91308,13631
裂隙,84,0,91308,13666
裂隙,85,0,91308,13673
裂隙,86,0,91308,13677
裂隙,87,0,91308,13538
先王之懺,88,0,92820,13561
眼之瞰臺,89,3,92897,13561
泡泡浴,90,0,102752,14158
漂流者潛水地,91,0,105179,13646
澤斯克拉密庫：優爾,92,0,105458,14619
澤斯克拉密庫：亞茲,93,0,105457,14619
澤斯克拉密庫,94,0,108147,14619
澤斯克拉密庫：基克斯,95,0,106952,14619
澤斯克拉密庫：伊克斯,96,0,105459,14619
元素灌能營地：霜燃,97,3,109548,13892
元素灌能營地：燼風,98,1,107864,13754
元素灌能營地：霜燃,99,1,109548,13860
巨石居廢墟,100,0,111020,14875
宏偉堡壘,101,1,125385,15362
宏偉堡壘,103,1,125385,15364
莊嚴露臺,104,1,125954,15365
晉升之境,105,1,126053,15365
基利札爾競技場,106,1,126056,15365
